id,opensora2/temporal_style,Sora_cla/temporal_style,wan2.1_cla/temporal_style,wan2.2_cla/temporal_style,vidu_cla/temporal_style,Kling-1.6_cla/temporal_style,hunyuanvideo_cla/temporal_style,veo_3_cla/temporal_style,difficulty
"A beautiful coastal beach in spring, waves lapping on sand, in super slow motion",0.21360768377780914,0.22231003940105437,0.13085812516510487,0.18272340893745423,0.24643463492393494,0.23449954017996788,0.2035264104604721,0.2402178794145584,level0
"A beautiful coastal beach in spring, waves lapping on sand, zoom in",0.2248269647359848,0.21717919111251832,0.1663480196148157,0.17798663973808287,0.23412149846553804,0.21326204016804695,0.19981130957603455,0.2591273009777069,level0
"A beautiful coastal beach in spring, waves lapping on sand, zoom out",0.22197978496551513,0.2331266313791275,0.2001589946448803,0.1796162486076355,0.23248784244060516,0.23376211896538734,0.20407189130783082,0.22250942885875702,level0
"A beautiful coastal beach in spring, waves lapping on sand, pan left",0.2198567122220993,0.2529569774866104,0.20273933932185173,0.18963299989700316,0.2441696584224701,0.236001618206501,0.2269069015979767,0.2465398520231247,level0
"A beautiful coastal beach in spring, waves lapping on sand, pan right",0.23506031036376954,0.24533755481243133,0.21001451462507248,0.18226581513881684,0.23193450570106505,0.23976250365376472,0.2173909842967987,0.2541021168231964,level0
"A beautiful coastal beach in spring, waves lapping on sand, tilt up",0.2300902158021927,0.21015729010105133,0.22274517640471458,0.1570476770401001,0.2484303444623947,0.21457365900278091,0.22155327200889588,0.23092707991600037,level0
"A beautiful coastal beach in spring, waves lapping on sand, tilt down",0.2327412724494934,0.23522207736968995,0.16839200258255005,0.18649742603302003,0.2255497932434082,0.23593571409583092,0.21559571325778962,0.2538199633359909,level0
"A beautiful coastal beach in spring, waves lapping on sand, with an intense shaking effect",0.20766262114048004,0.23125860393047332,0.1728772632777691,0.19358842670917512,0.2526456296443939,0.2435433194041252,0.2357676088809967,0.25199187994003297,level0
"A beautiful coastal beach in spring, waves lapping on sand, featuring a steady and smooth perspective",0.2352793425321579,0.2399892270565033,0.17860747501254082,0.1806490659713745,0.23757452070713042,0.22691548988223076,0.21534421741962434,0.2539116024971008,level0
"A beautiful coastal beach in spring, waves lapping on sand, racking focus",0.24425337016582488,0.23273555040359498,0.1703295297920704,0.17013782560825347,0.22073104679584504,0.20232557132840157,0.21504396200180054,0.24667889773845672,level0
"The bund Shanghai, in super slow motion",0.2315636992454529,0.2348345011472702,0.201049592345953,0.2029727041721344,0.25822415947914124,0.21383438631892204,0.17803448736667632,0.2683655917644501,level0
"The bund Shanghai, zoom in",0.2529720664024353,0.20653554797172546,0.25123487785458565,0.20845651030540466,0.2059207022190094,0.21086502820253372,0.18949372172355652,0.2852239847183228,level0
"The bund Shanghai, zoom out",0.2391892969608307,0.24634906649589539,0.22801047936081886,0.17594870030879975,0.2418965756893158,0.2151295319199562,0.1816679745912552,0.27929502725601196,level0
"The bund Shanghai, pan left",0.24404083788394929,0.21387037634849548,0.23951799049973488,0.1798396050930023,0.23485687077045442,0.20887227728962898,0.1815141558647156,0.2481504887342453,level0
"The bund Shanghai, pan right",0.25182516872882843,0.23465757966041564,0.22816159203648567,0.21073478758335112,0.2329082816839218,0.20212294533848763,0.16206999719142914,0.26279055178165434,level0
"The bund Shanghai, tilt up",0.2500889837741852,0.2613966852426529,0.25447608157992363,0.20987483263015747,0.2591734826564789,0.16032134741544724,0.16293978095054626,0.29455025792121886,level0
"The bund Shanghai, tilt down",0.25679196119308473,0.27175991535186766,0.25527553260326385,0.23769757747650147,0.24198166131973267,0.20106086507439613,0.15286124050617217,0.3028711974620819,level0
"The bund Shanghai, with an intense shaking effect",0.2504693537950516,0.1791145011782646,0.1166972778737545,0.19161273241043092,0.2255375623703003,0.22573236003518105,0.12686179876327514,0.27202263474464417,level0
"The bund Shanghai, featuring a steady and smooth perspective",0.27489718794822693,0.2507025361061096,0.24178756028413773,0.216201713681221,0.2950406312942505,0.2416873387992382,0.20331668853759766,0.2885459214448929,level0
"The bund Shanghai, racking focus",0.17798973321914674,0.21442055106163024,0.23915034532546997,0.12986844778060913,0.21921998560428618,0.22306016460061073,0.1446444071829319,0.23994722664356233,level0
"a shark is swimming in the ocean, in super slow motion",0.2003399759531021,0.21829260289669036,0.17949221655726433,0.19706327617168426,0.21910296082496644,0.21128010377287865,0.2153571903705597,0.207854825258255,level0
"a shark is swimming in the ocean, zoom in",0.2187043011188507,0.23409502506256102,0.19628823921084404,0.2034550905227661,0.22112804651260376,0.19587340578436852,0.2007841408252716,0.21878719627857207,level0
"a shark is swimming in the ocean, zoom out",0.20200949609279634,0.20648651719093322,0.19205954670906067,0.18659824132919312,0.1961223602294922,0.18539276346564293,0.17706047296524047,0.1980839788913727,level0
"a shark is swimming in the ocean, pan left",0.17636134028434752,0.17707267999649048,0.1710904948413372,0.17314029037952422,0.17076264023780824,0.1779102459549904,0.19012904167175293,0.16806997656822203,level0
"a shark is swimming in the ocean, pan right",0.18714733123779298,0.1710517466068268,0.18934651464223862,0.1942438542842865,0.18972300887107849,0.19146300852298737,0.1806857019662857,0.17965997457504274,level0
"a shark is swimming in the ocean, tilt up",0.1766979604959488,0.18957432210445405,0.1689593754708767,0.19098687469959258,0.17619819641113282,0.18517595157027245,0.17375398576259612,0.17997609674930573,level0
"a shark is swimming in the ocean, tilt down",0.17296009063720702,0.1678104966878891,0.15830354765057564,0.1743617981672287,0.1693552166223526,0.1756301037967205,0.16497839689254762,0.17557629346847534,level0
"a shark is swimming in the ocean, with an intense shaking effect",0.22495035827159882,0.22322965264320374,0.20477508008480072,0.21246370673179626,0.21861191391944884,0.20703579857945442,0.2199647068977356,0.22163996398448943,level0
"a shark is swimming in the ocean, featuring a steady and smooth perspective",0.22499467432498932,0.2212489813566208,0.20524954795837402,0.21065392196178437,0.22388194799423217,0.19872837886214256,0.20084526836872102,0.2303869068622589,level0
"a shark is swimming in the ocean, racking focus",0.19490623772144317,0.1847713530063629,0.18298079073429108,0.2047862619161606,0.18992287814617156,0.18418044596910477,0.19010986089706422,0.18504553735256196,level0
"A panda drinking coffee in a cafe in Paris, in super slow motion",0.26973416805267336,0.29462833404541017,0.2798168957233429,0.26818100810050965,0.30516698956489563,0.3033161163330078,0.3029091954231262,0.27354622483253477,level0
"A panda drinking coffee in a cafe in Paris, zoom in",0.26927558779716493,0.3109788715839386,0.31426021456718445,0.30426767468452454,0.3174976944923401,0.2958589792251587,0.295289021730423,0.30868316292762754,level0
"A panda drinking coffee in a cafe in Paris, zoom out",0.28079583644866946,0.33583171367645265,0.31496063619852066,0.31387790441513064,0.3236237406730652,0.3163091316819191,0.3092871129512787,0.33876453042030336,level0
"A panda drinking coffee in a cafe in Paris, pan left",0.28121649026870726,0.339046323299408,0.28911498188972473,0.3063043475151062,0.3220598757266998,0.3246210068464279,0.31711469292640687,0.3478648602962494,level0
"A panda drinking coffee in a cafe in Paris, pan right",0.296448165178299,0.33727874755859377,0.27664583176374435,0.2886483907699585,0.3390045702457428,0.3152622729539871,0.3247548222541809,0.33453385829925536,level0
"A panda drinking coffee in a cafe in Paris, tilt up",0.2678348422050476,0.2553369373083115,0.2801743894815445,0.29413615465164183,0.30902439951896665,0.3029806911945343,0.306637841463089,0.31312999725341795,level0
"A panda drinking coffee in a cafe in Paris, tilt down",0.27689371109008787,0.3154551863670349,0.3218977153301239,0.31913530826568604,0.31675403118133544,0.3363019973039627,0.33051455616950987,0.30901790261268614,level0
"A panda drinking coffee in a cafe in Paris, with an intense shaking effect",0.2785497665405273,0.2673987776041031,0.2991817444562912,0.2891510486602783,0.326096773147583,0.277677521109581,0.30023407340049746,0.32497706413269045,level0
"A panda drinking coffee in a cafe in Paris, featuring a steady and smooth perspective",0.2712974101305008,0.31835198402404785,0.2803264483809471,0.29517282247543336,0.30486457943916323,0.3002169504761696,0.3032382488250732,0.3125490128993988,level0
"A panda drinking coffee in a cafe in Paris, racking focus",0.27771159410476687,0.29398126900196075,0.2646731287240982,0.2862280607223511,0.3243950366973877,0.3147817477583885,0.31287029981613157,0.32630114555358886,level0
"A cute happy Corgi playing in park, sunset, in super slow motion",0.3094549298286438,0.31418386697769163,0.32365455478429794,0.2931061625480652,0.28339090943336487,0.31900712847709656,0.31750535368919375,0.31557456851005555,level0
"A cute happy Corgi playing in park, sunset, zoom in",0.28842941522598264,0.31645330786705017,0.3336518406867981,0.3154058396816254,0.26599190533161166,0.3058287352323532,0.30294741988182067,0.29759058356285095,level0
"A cute happy Corgi playing in park, sunset, zoom out",0.3169315576553345,0.31805077791213987,0.33411915600299835,0.31616502404212954,0.2878073275089264,0.29721660166978836,0.32812235951423646,0.3420403778553009,level0
"A cute happy Corgi playing in park, sunset, pan left",0.2949677646160126,0.30735255479812623,0.28417592495679855,0.3066321849822998,0.27295043170452116,0.28065886348485947,0.29662086963653567,0.3331896126270294,level0
"A cute happy Corgi playing in park, sunset, pan right",0.305568253993988,0.3208519995212555,0.3180021047592163,0.3167873680591583,0.28008718192577364,0.2871553301811218,0.3245205104351044,0.32589972615242,level0
"A cute happy Corgi playing in park, sunset, tilt up",0.3227783918380737,0.34725395441055296,0.35746678709983826,0.3227059543132782,0.2544771909713745,0.30649980902671814,0.3165508985519409,0.3293381452560425,level0
"A cute happy Corgi playing in park, sunset, tilt down",0.32046141624450686,0.3071054697036743,0.3014085069298744,0.3104102075099945,0.2973323941230774,0.31980277597904205,0.3488941192626953,0.32198328971862794,level0
"A cute happy Corgi playing in park, sunset, with an intense shaking effect",0.29696781039237974,0.3149933755397797,0.2914014756679535,0.28684510588645934,0.2678526520729065,0.29651105403900146,0.3223469614982605,0.322329044342041,level0
"A cute happy Corgi playing in park, sunset, featuring a steady and smooth perspective",0.2962073802947998,0.29155088067054746,0.2800243869423866,0.2818329930305481,0.2783165454864502,0.2876673489809036,0.32457455396652224,0.3187099575996399,level0
"A cute happy Corgi playing in park, sunset, racking focus",0.32240610122680663,0.3660073161125183,0.33769719302654266,0.34155917167663574,0.3083991646766663,0.3385384827852249,0.33719363808631897,0.3376345098018646,level0
"Gwen Stacy reading a book, in super slow motion",0.2733279526233673,0.1954108566045761,0.2809388041496277,0.170015749335289,0.18308134078979493,0.19287493079900742,0.2269921272993088,0.21720400154590608,level0
"Gwen Stacy reading a book, zoom in",0.27909396290779115,0.16173801720142364,0.27660150825977325,0.15071945041418075,0.15754207372665405,0.18925386667251587,0.18705876171588898,0.19467765986919403,level0
"Gwen Stacy reading a book, zoom out",0.3058531701564789,0.18250322937965394,0.15430141240358353,0.13952165544033052,0.15048276931047438,0.15314100310206413,0.17183953821659087,0.19020984470844268,level0
"Gwen Stacy reading a book, pan left",0.29162389039993286,0.1989778459072113,0.22146820649504662,0.16730027198791503,0.14871029257774354,0.19331054762005806,0.1985691785812378,0.23904187083244324,level0
"Gwen Stacy reading a book, pan right",0.30134503841400145,0.19115603268146514,0.21766408905386925,0.16201725900173186,0.1344521552324295,0.15098712593317032,0.17142128348350524,0.2034954845905304,level0
"Gwen Stacy reading a book, tilt up",0.28459140062332156,0.14731332361698152,0.20959488674998283,0.16492748260498047,0.14288364946842194,0.12008154019713402,0.18775622248649598,0.20306552052497864,level0
"Gwen Stacy reading a book, tilt down",0.28325343132019043,0.1766989141702652,0.16573942452669144,0.14494806230068208,0.1545460969209671,0.14490832015872002,0.1686708301305771,0.1772484302520752,level0
"Gwen Stacy reading a book, with an intense shaking effect",0.2731838166713715,0.18625040352344513,0.260994303971529,0.14940006285905838,0.1510755479335785,0.17314954847097397,0.20371173620223998,0.2257002115249634,level0
"Gwen Stacy reading a book, featuring a steady and smooth perspective",0.28097826838493345,0.19127956330776213,0.2839275822043419,0.13962875604629515,0.17139477729797364,0.18940634280443192,0.20989978909492493,0.21293253004550933,level0
"Gwen Stacy reading a book, racking focus",0.3030140697956085,0.18029834628105162,0.204711202532053,0.18132626712322236,0.14074115008115767,0.16098948568105698,0.2112739235162735,0.21843619644641876,level0
"A boat sailing leisurely along the Seine River with the Eiffel Tower in background, in super slow motion",0.2961251974105835,0.2953058958053589,0.2839844450354576,0.27314493954181673,0.2229711025953293,0.27851279079914093,0.2916488707065582,0.2876472234725952,level0
"A boat sailing leisurely along the Seine River with the Eiffel Tower in background, zoom in",0.2985351264476776,0.3089882433414459,0.15458641573786736,0.28799995481967927,0.1609996259212494,0.28038838878273964,0.28383835554122927,0.28509555459022523,level0
"A boat sailing leisurely along the Seine River with the Eiffel Tower in background, zoom out",0.29169708490371704,0.2989704370498657,0.19742605462670326,0.28985885381698606,0.26320372223854066,0.2968637943267822,0.2915174663066864,0.2866531789302826,level0
"A boat sailing leisurely along the Seine River with the Eiffel Tower in background, pan left",0.2894698679447174,0.2877269208431244,0.16928390227258205,0.30694987773895266,0.2389953076839447,0.28333527594804764,0.28887919187545774,0.2952783405780792,level0
"A boat sailing leisurely along the Seine River with the Eiffel Tower in background, pan right",0.2892196774482727,0.2847923994064331,0.20499734580516815,0.3041788339614868,0.20299794673919677,0.2828524708747864,0.2909725606441498,0.2914500832557678,level0
"A boat sailing leisurely along the Seine River with the Eiffel Tower in background, tilt up",0.3077843487262726,0.27693390250205996,0.19925018772482872,0.2952825605869293,0.267693293094635,0.2896388918161392,0.3048963606357574,0.26897750198841097,level0
"A boat sailing leisurely along the Seine River with the Eiffel Tower in background, tilt down",0.3113930344581604,0.28655890226364134,0.1977938637137413,0.31924336552619936,0.23373791873455046,0.2963501736521721,0.3069274425506592,0.29888245463371277,level0
"A boat sailing leisurely along the Seine River with the Eiffel Tower in background, with an intense shaking effect",0.29926846623420716,0.3105530858039856,0.22996804863214493,0.2578727066516876,0.13108353316783905,0.23665864765644073,0.311116623878479,0.2777889758348465,level0
"A boat sailing leisurely along the Seine River with the Eiffel Tower in background, featuring a steady and smooth perspective",0.3009686768054962,0.28988551497459414,0.22559216991066933,0.2767703473567963,0.14106820970773698,0.29579049348831177,0.2878773510456085,0.29214300513267516,level0
"A boat sailing leisurely along the Seine River with the Eiffel Tower in background, racking focus",0.2977597892284393,0.28357572555541993,0.14291059598326683,0.31293768286705015,0.22661811411380767,0.2677856609225273,0.2960129797458649,0.28147708177566527,level0
"A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, in super slow motion",0.2470475196838379,0.29189592599868774,0.25002454221248627,0.26599075794219973,0.27534950971603395,0.3128361478447914,0.27623831629753115,0.2916266620159149,level0
"A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, zoom in",0.2155361592769623,0.22395129203796388,0.22509944066405296,0.23814907670021057,0.2383069634437561,0.25087373703718185,0.25523570775985716,0.24384790658950806,level0
"A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, zoom out",0.2088844060897827,0.21416699290275573,0.20568102598190308,0.24337371587753295,0.22845253348350525,0.24774392321705818,0.24723271131515503,0.21920028030872346,level0
"A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, pan left",0.2462013453245163,0.27212596535682676,0.2674565277993679,0.2965556561946869,0.26928268671035765,0.30056770145893097,0.284635865688324,0.26109910011291504,level0
"A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, pan right",0.24581955075263978,0.275911808013916,0.25854213908314705,0.2803263604640961,0.2626245737075806,0.2788481265306473,0.28255804181098937,0.26185615062713624,level0
"A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, tilt up",0.2443675696849823,0.2790518879890442,0.23573175072669983,0.28046260476112367,0.2832578897476196,0.2904037758708,0.30033446550369264,0.2914953470230103,level0
"A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, tilt down",0.2382015436887741,0.2751424193382263,0.24968300014734268,0.2648824691772461,0.2644220232963562,0.29391084611415863,0.2818698942661285,0.2805365681648254,level0
"A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, with an intense shaking effect",0.24541172981262208,0.26097090244293214,0.2576330825686455,0.28614045977592467,0.254229536652565,0.2900746092200279,0.2673125028610229,0.2727419912815094,level0
"A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, featuring a steady and smooth perspective",0.2569975435733795,0.2923643231391907,0.29971352964639664,0.2995924293994904,0.2751831948757172,0.30511682480573654,0.2771380066871643,0.2884024202823639,level0
"A couple in formal evening wear going home get caught in a heavy downpour with umbrellas, racking focus",0.25051128268241885,0.2859296500682831,0.2688813731074333,0.261526620388031,0.2770509123802185,0.281247079372406,0.2932255446910858,0.2732643365859985,level0
"An astronaut flying in space, in super slow motion",0.2454956889152527,0.2090963065624237,0.19008449837565422,0.21731774210929872,0.23370377719402313,0.1813943311572075,0.22563349902629853,0.22506885528564452,level0
"An astronaut flying in space, zoom in",0.2463052213191986,0.21384881436824799,0.18416713923215866,0.19687248766422272,0.22596193253993987,0.19176189601421356,0.23486444652080535,0.2132248044013977,level0
"An astronaut flying in space, zoom out",0.24133820533752443,0.2122843384742737,0.16299358010292053,0.2434745341539383,0.2360548794269562,0.20803198963403702,0.2208685576915741,0.22720449566841125,level0
"An astronaut flying in space, pan left",0.23563266396522523,0.19660347700119019,0.14726750925183296,0.20941646993160248,0.23044389188289643,0.2094995677471161,0.22284687161445618,0.21768773794174195,level0
"An astronaut flying in space, pan right",0.2396761268377304,0.16575931310653685,0.17676224932074547,0.2304132103919983,0.2274420827627182,0.2016872502863407,0.2255047917366028,0.2175069510936737,level0
"An astronaut flying in space, tilt up",0.2540688723325729,0.22467036545276642,0.1854093074798584,0.23539584279060363,0.24013595283031464,0.2189050018787384,0.2368628591299057,0.24487169682979584,level0
"An astronaut flying in space, tilt down",0.25902374386787413,0.22987951934337617,0.18225562945008278,0.21424371004104614,0.24118421375751495,0.2359136901795864,0.25149319171905515,0.24361710250377655,level0
"An astronaut flying in space, with an intense shaking effect",0.24592608213424683,0.19798654913902283,0.15927734598517418,0.21159125566482545,0.2349432349205017,0.22986749559640884,0.24732515811920167,0.21433855593204498,level0
"An astronaut flying in space, featuring a steady and smooth perspective",0.2504821687936783,0.2376359224319458,0.20274556800723076,0.22618005573749542,0.24076989591121672,0.20259865373373032,0.2548909097909927,0.22015917301177979,level0
"An astronaut flying in space, racking focus",0.22177052795886992,0.21180710792541504,0.19677143916487694,0.21027113497257233,0.22442593574523925,0.2369850054383278,0.21773272454738618,0.2087542712688446,level0
"Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks, in super slow motion",0.2646386384963989,0.2641566812992096,0.2526988685131073,0.22870353758335113,0.25803771018981936,0.26299533247947693,0.23401642441749573,0.2487783581018448,level0
"Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks, zoom in",0.25901079177856445,0.26269694566726687,0.26156437397003174,0.23455192148685455,0.25204816162586213,0.245769951492548,0.24893061220645904,0.2500917881727219,level0
"Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks, zoom out",0.2565734893083572,0.24826473891735076,0.2621281109750271,0.22378147542476653,0.2527976453304291,0.2399185374379158,0.2530885338783264,0.2503990292549133,level0
"Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks, pan left",0.2636383414268494,0.2545516639947891,0.2605602517724037,0.2447403371334076,0.2486383557319641,0.2835487350821495,0.24095667600631715,0.2487102448940277,level0
"Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks, pan right",0.25042728781700135,0.25273928940296175,0.25226709246635437,0.251432403922081,0.24862004220485687,0.26171236485242844,0.24195675551891327,0.2474729061126709,level0
"Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks, tilt up",0.26131661236286163,0.22740625143051146,0.24371052160859108,0.20982499420642853,0.23874526023864745,0.2418084815144539,0.25792095363140105,0.22768573760986327,level0
"Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks, tilt down",0.2643903434276581,0.23117766082286834,0.2394615076482296,0.24799672663211822,0.25356957912445066,0.2580608054995537,0.24777847826480864,0.2516037583351135,level0
"Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks, with an intense shaking effect",0.26631540060043335,0.25173080265522,0.255917027592659,0.25103811025619505,0.2453540712594986,0.26598312705755234,0.2537262082099915,0.23938905596733093,level0
"Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks, featuring a steady and smooth perspective",0.25872371792793275,0.2396196484565735,0.23594163358211517,0.242378768324852,0.2456624299287796,0.26374154165387154,0.23723940253257753,0.2578662931919098,level0
"Snow rocky mountains peaks canyon. snow blanketed rocky mountains surround and shadow deep canyons. the canyons twist and bend through the high elevated mountain peaks, racking focus",0.26849493384361267,0.2572996258735657,0.2523692883551121,0.24498534798622132,0.24722374379634857,0.25998402386903763,0.2533378303050995,0.25660189986228943,level0
